Angle [deg],DRValue [um]
271.95,-0.437
271.975,-0.457
272,-0.481
272.025,-0.493
272.05,-0.519
272.075,-0.541
272.1,-0.573
272.125,-0.603
272.15,-0.635
272.175,-0.668
272.2,-0.706
272.225,-0.736
272.25,-0.764
272.275,-0.79
272.3,-0.802
272.325,-0.812
272.35,-0.816
272.375,-0.801
272.4,-0.791
272.425,-0.781
272.45,-0.763
272.475,-0.745
272.5,-0.725
272.525,-0.711
272.55,-0.693
272.575,-0.679
272.6,-0.66
272.625,-0.648
272.65,-0.628
272.675,-0.608
272.7,-0.584
272.725,-0.556
272.75,-0.526
272.775,-0.486
272.8,-0.443
272.825,-0.403
272.85,-0.359
272.875,-0.319
272.9,-0.273
272.925,-0.239
272.95,-0.205
272.975,-0.163
273,-0.13
273.025,-0.098
273.05,-0.07
273.075,-0.032
273.1,0.002
273.125,0.036
273.15,0.07
273.175,0.098
273.2,0.129
273.225,0.143
273.25,0.161
273.275,0.165
273.3,0.157
273.325,0.149
273.35,0.127
273.375,0.101
273.4,0.067
273.425,0.036
273.45,0.01
273.475,-0.02
273.5,-0.046
273.525,-0.058
273.55,-0.056
273.575,-0.048
273.6,-0.028
273.625,-0.009
273.65,0.027
273.675,0.069
273.7,0.123
273.725,0.167
273.75,0.209
273.775,0.261
273.8,0.303
273.825,0.336
273.85,0.348
273.875,0.358
273.9,0.34
273.925,0.312
273.95,0.276
273.975,0.23
274,0.178
274.025,0.125
274.05,0.071
274.075,0.023
274.1,-0.023
274.125,-0.049
274.15,-0.069
274.175,-0.081
274.2,-0.091
274.225,-0.088
274.25,-0.088
274.275,-0.086
274.3,-0.082
274.325,-0.098
274.35,-0.11
274.375,-0.128
274.4,-0.154
274.425,-0.183
274.45,-0.217
274.475,-0.249
274.5,-0.285
274.525,-0.309
274.55,-0.337
274.575,-0.355
274.6,-0.369
274.625,-0.378
274.65,-0.388
274.675,-0.404
274.7,-0.414
274.725,-0.434
274.75,-0.458
274.775,-0.49
274.8,-0.524
274.825,-0.563
274.85,-0.607
274.875,-0.653
274.9,-0.695
274.925,-0.729
274.95,-0.759
274.975,-0.771
275,-0.784
275.025,-0.774
275.05,-0.748
275.075,-0.704
275.1,-0.644
275.125,-0.56
275.15,-0.47
275.175,-0.358
275.2,-0.241
275.225,-0.121
275.25,-0.003
275.275,0.123
275.3,0.243
275.325,0.333
275.35,0.429
275.375,0.507
275.4,0.582
275.425,0.624
275.45,0.662
275.475,0.684
275.5,0.702
275.525,0.712
275.55,0.72
275.575,0.726
275.6,0.731
275.625,0.751
275.65,0.769
275.675,0.789
275.7,0.807
275.725,0.831
275.75,0.841
275.775,0.86
275.8,0.86
275.825,0.854
275.85,0.84
275.875,0.816
275.9,0.792
275.925,0.754
275.95,0.728
275.975,0.691
276,0.665
276.025,0.649
276.05,0.639
276.075,0.653
276.1,0.667
276.125,0.691
276.15,0.721
276.175,0.766
276.2,0.808
276.225,0.85
276.25,0.88
276.275,0.908
276.3,0.92
276.325,0.92
276.35,0.911
276.375,0.885
276.4,0.847
276.425,0.797
276.45,0.751
276.475,0.695
276.5,0.631
276.525,0.583
276.55,0.528
276.575,0.474
276.6,0.422
276.625,0.378
276.65,0.34
276.675,0.298
276.7,0.268
276.725,0.239
276.75,0.221
276.775,0.201
276.8,0.187
276.825,0.175
276.85,0.171
276.875,0.159
276.9,0.155
276.925,0.138
276.95,0.126
276.975,0.108
277,0.082
277.025,0.052
277.05,0.024
277.075,-0.014
277.1,-0.047
277.125,-0.091
277.15,-0.133
277.175,-0.167
277.2,-0.199
277.225,-0.233
277.25,-0.269
277.275,-0.301
277.3,-0.344
277.325,-0.374
277.35,-0.414
277.375,-0.458
277.4,-0.496
277.425,-0.522
277.45,-0.552
277.475,-0.561
277.5,-0.559
277.525,-0.543
277.55,-0.513
277.575,-0.467
277.6,-0.413
277.625,-0.343
277.65,-0.279
277.675,-0.2
277.7,-0.126
277.725,-0.066
277.75,-0.01
277.775,0.05
277.8,0.096
277.825,0.126
277.85,0.153
277.875,0.173
277.9,0.189
277.925,0.205
277.95,0.217
277.975,0.233
278,0.249
278.025,0.274
278.05,0.294
278.075,0.32
278.1,0.328
278.125,0.338
278.15,0.338
278.175,0.328
278.2,0.302
278.225,0.269
278.25,0.227
278.275,0.175
278.3,0.119
278.325,0.067
278.35,0.021
278.375,-0.021
278.4,-0.044
278.425,-0.056
278.45,-0.05
278.475,-0.032
278.5,0
278.525,0.036
278.55,0.092
278.575,0.149
278.6,0.209
278.625,0.253
278.65,0.297
278.675,0.327
278.7,0.351
278.725,0.345
278.75,0.328
278.775,0.29
278.8,0.242
278.825,0.184
278.85,0.11
278.875,0.026
278.9,-0.064
278.925,-0.14
278.95,-0.217
278.975,-0.293
279,-0.353
279.025,-0.403
279.05,-0.439
279.075,-0.459
279.1,-0.469
279.125,-0.468
279.15,-0.454
279.175,-0.44
279.2,-0.42
279.225,-0.402
279.25,-0.386
279.275,-0.376
279.3,-0.369
279.325,-0.371
279.35,-0.385
279.375,-0.407
279.4,-0.437
279.425,-0.467
279.45,-0.513
279.475,-0.568
279.5,-0.63
279.525,-0.696
279.55,-0.748
279.575,-0.812
279.6,-0.866
279.625,-0.922
279.65,-0.971
279.675,-1.011
279.7,-1.049
279.725,-1.069
279.75,-1.087
279.775,-1.091
279.8,-1.095
279.825,-1.088
279.85,-1.076
279.875,-1.054
279.9,-1.032
279.925,-1.01
279.95,-0.978
279.975,-0.954
280,-0.921
280.025,-0.891
280.05,-0.863
280.075,-0.825
280.1,-0.787
280.125,-0.749
280.15,-0.701
280.175,-0.646
280.2,-0.59
280.225,-0.532
280.25,-0.472
280.275,-0.412
280.3,-0.354
280.325,-0.3
280.35,-0.255
280.375,-0.219
280.4,-0.181
280.425,-0.151
280.45,-0.121
280.475,-0.087
280.5,-0.049
280.525,-0.018
280.55,0.028
280.575,0.074
280.6,0.122
280.625,0.16
280.65,0.194
280.675,0.22
280.7,0.227
280.725,0.213
280.75,0.193
280.775,0.141
280.8,0.077
280.825,0.003
280.85,-0.087
280.875,-0.192
280.9,-0.3
280.925,-0.382
280.95,-0.472
280.975,-0.54
281,-0.586
281.025,-0.6
281.05,-0.583
281.075,-0.539
281.1,-0.473
281.125,-0.369
281.15,-0.261
281.175,-0.137
281.2,-0.013
281.225,0.1
281.25,0.202
281.275,0.304
281.3,0.384
281.325,0.426
281.35,0.45
281.375,0.463
281.4,0.443
281.425,0.409
281.45,0.351
281.475,0.283
281.5,0.203
281.525,0.115
281.55,0.046
281.575,-0.024
281.6,-0.088
281.625,-0.122
281.65,-0.144
281.675,-0.154
281.7,-0.142
281.725,-0.123
281.75,-0.093
281.775,-0.051
281.8,-0.005
281.825,0.041
281.85,0.069
281.875,0.093
281.9,0.098
281.925,0.09
281.95,0.066
281.975,0.034
282,-0.014
282.025,-0.064
282.05,-0.119
282.075,-0.175
282.1,-0.215
282.125,-0.251
282.15,-0.279
282.175,-0.297
282.2,-0.297
282.225,-0.288
282.25,-0.27
282.275,-0.24
282.3,-0.204
282.325,-0.156
282.35,-0.112
282.375,-0.056
282.4,0.001
282.425,0.055
282.45,0.111
282.475,0.177
282.5,0.237
282.525,0.291
282.55,0.347
282.575,0.412
282.6,0.47
282.625,0.514
282.65,0.556
282.675,0.598
282.7,0.62
282.725,0.639
282.75,0.649
282.775,0.663
282.8,0.665
282.825,0.673
282.85,0.687
282.875,0.703
282.9,0.732
282.925,0.758
282.95,0.794
282.975,0.844
283,0.902
283.025,0.954
283.05,1.01
283.075,1.071
283.1,1.119
283.125,1.169
283.15,1.201
283.175,1.221
283.2,1.235
283.225,1.23
283.25,1.214
283.275,1.182
283.3,1.144
283.325,1.096
283.35,1.03
283.375,0.956
283.4,0.875
283.425,0.797
283.45,0.717
283.475,0.649
283.5,0.585
283.525,0.531
283.55,0.506
283.575,0.49
283.6,0.49
283.625,0.504
283.65,0.522
283.675,0.556
283.7,0.588
283.725,0.615
283.75,0.633
283.775,0.635
283.8,0.619
283.825,0.587
283.85,0.541
283.875,0.464
283.9,0.374
283.925,0.274
283.95,0.178
283.975,0.076
284,-0.018
284.025,-0.096
284.05,-0.159
284.075,-0.221
284.1,-0.253
284.125,-0.277
284.15,-0.291
284.175,-0.291
284.2,-0.28
284.225,-0.266
284.25,-0.25
284.275,-0.238
284.3,-0.232
284.325,-0.23
284.35,-0.238
284.375,-0.259
284.4,-0.283
284.425,-0.321
284.45,-0.361
284.475,-0.415
284.5,-0.475
284.525,-0.52
284.55,-0.574
284.575,-0.628
284.6,-0.676
284.625,-0.708
284.65,-0.734
284.675,-0.758
284.7,-0.757
284.725,-0.753
284.75,-0.735
284.775,-0.705
284.8,-0.669
284.825,-0.631
284.85,-0.592
284.875,-0.544
284.9,-0.498
284.925,-0.46
284.95,-0.424
284.975,-0.382
285,-0.351
285.025,-0.331
285.05,-0.313
285.075,-0.303
285.1,-0.301
285.125,-0.301
285.15,-0.291
285.175,-0.292
285.2,-0.29
285.225,-0.282
285.25,-0.27
285.275,-0.248
285.3,-0.22
285.325,-0.181
285.35,-0.135
285.375,-0.075
285.4,-0.009
285.425,0.057
285.45,0.131
285.475,0.207
285.5,0.286
285.525,0.36
285.55,0.41
285.575,0.458
285.6,0.492
285.625,0.502
285.65,0.495
285.675,0.469
285.7,0.429
285.725,0.381
285.75,0.317
285.775,0.241
285.8,0.162
285.825,0.076
285.85,0.008
285.875,-0.072
285.9,-0.132
285.925,-0.194
285.95,-0.225
285.975,-0.257
286,-0.271
286.025,-0.275
286.05,-0.269
286.075,-0.241
286.1,-0.215
286.125,-0.184
286.15,-0.144
286.175,-0.1
286.2,-0.054
286.225,-0.018
286.25,0.014
286.275,0.033
286.3,0.039
286.325,0.025
286.35,0.003
286.375,-0.039
286.4,-0.087
286.425,-0.138
286.45,-0.194
286.475,-0.256
286.5,-0.312
286.525,-0.356
286.55,-0.394
286.575,-0.417
286.6,-0.433
286.625,-0.441
286.65,-0.441
286.675,-0.441
286.7,-0.433
286.725,-0.427
286.75,-0.422
286.775,-0.44
286.8,-0.45
286.825,-0.478
286.85,-0.514
286.875,-0.55
286.9,-0.599
286.925,-0.639
286.95,-0.685
286.975,-0.733
287,-0.785
287.025,-0.821
287.05,-0.85
287.075,-0.872
287.1,-0.886
287.125,-0.88
287.15,-0.87
287.175,-0.85
287.2,-0.815
287.225,-0.781
287.25,-0.737
287.275,-0.691
287.3,-0.643
287.325,-0.605
287.35,-0.55
287.375,-0.502
287.4,-0.458
287.425,-0.428
287.45,-0.39
287.475,-0.36
287.5,-0.332
287.525,-0.305
287.55,-0.289
287.575,-0.271
287.6,-0.257
287.625,-0.247
287.65,-0.227
287.675,-0.212
287.7,-0.194
287.725,-0.176
287.75,-0.158
287.775,-0.134
287.8,-0.1
287.825,-0.067
287.85,-0.025
287.875,0.027
287.9,0.079
287.925,0.145
287.95,0.209
287.975,0.288
288,0.37
288.025,0.448
288.05,0.532
288.075,0.622
288.1,0.704
288.125,0.769
288.15,0.837
288.175,0.887
288.2,0.941
288.225,0.959
288.25,0.963
288.275,0.964
288.3,0.944
288.325,0.914
288.35,0.882
288.375,0.84
288.4,0.81
288.425,0.777
288.45,0.753
288.475,0.731
288.5,0.719
288.525,0.711
288.55,0.707
288.575,0.708
288.6,0.708
288.625,0.702
288.65,0.692
288.675,0.676
288.7,0.66
288.725,0.629
288.75,0.605
288.775,0.569
288.8,0.535
288.825,0.499
288.85,0.467
288.875,0.434
288.9,0.404
288.925,0.384
288.95,0.356
288.975,0.336
289,0.322
289.025,0.305
289.05,0.301
289.075,0.299
289.1,0.299
289.125,0.311
289.15,0.321
289.175,0.34
289.2,0.356
289.225,0.37
289.25,0.378
289.275,0.378
289.3,0.376
289.325,0.359
289.35,0.341
289.375,0.307
289.4,0.259
289.425,0.219
289.45,0.167
289.475,0.122
289.5,0.08
289.525,0.046
289.55,0.01
289.575,-0.004
289.6,-0.018
289.625,-0.019
289.65,-0.021
289.675,-0.017
289.7,-0.011
289.725,-0.013
289.75,-0.009
289.775,-0.004
289.8,-0.002
289.825,0.002
289.85,0.018
289.875,0.04
289.9,0.074
289.925,0.119
289.95,0.161
289.975,0.221
290,0.277
290.025,0.329
290.05,0.383
290.075,0.434
290.1,0.478
290.125,0.504
290.15,0.53
290.175,0.54
290.2,0.542
290.225,0.537
290.25,0.531
290.275,0.525
290.3,0.525
290.325,0.535
290.35,0.547
290.375,0.58
290.4,0.612
290.425,0.646
290.45,0.688
290.475,0.734
290.5,0.781
290.525,0.813
290.55,0.845
290.575,0.871
290.6,0.885
290.625,0.899
290.65,0.898
290.675,0.892
290.7,0.886
290.725,0.87
290.75,0.854
290.775,0.838
290.8,0.817
290.825,0.789
290.85,0.765
290.875,0.735
290.9,0.705
290.925,0.675
290.95,0.65
290.975,0.612
291,0.58
291.025,0.556
291.05,0.53
291.075,0.502
291.1,0.481
291.125,0.459
291.15,0.439
291.175,0.411
291.2,0.385
291.225,0.351
291.25,0.31
291.275,0.27
291.3,0.218
291.325,0.17
291.35,0.122
291.375,0.069
291.4,0.013
291.425,-0.043
291.45,-0.085
291.475,-0.137
291.5,-0.177
291.525,-0.212
291.55,-0.244
291.575,-0.276
291.6,-0.3
291.625,-0.328
291.65,-0.356
291.675,-0.381
291.7,-0.409
291.725,-0.429
291.75,-0.455
291.775,-0.485
291.8,-0.513
291.825,-0.546
291.85,-0.574
291.875,-0.612
291.9,-0.656
291.925,-0.704
291.95,-0.754
291.975,-0.805
292,-0.865
292.025,-0.919
292.05,-0.977
292.075,-1.039
292.1,-1.09
292.125,-1.124
292.15,-1.154
292.175,-1.174
292.2,-1.186
292.225,-1.186
292.25,-1.161
292.275,-1.131
292.3,-1.087
292.325,-1.041
292.35,-0.991
292.375,-0.935
292.4,-0.862
292.425,-0.804
292.45,-0.742
292.475,-0.676
292.5,-0.608
292.525,-0.561
292.55,-0.511
292.575,-0.451
292.6,-0.409
292.625,-0.365
292.65,-0.331
292.675,-0.292
292.7,-0.264
292.725,-0.236
292.75,-0.214
292.775,-0.196
292.8,-0.174
292.825,-0.141
292.85,-0.109
292.875,-0.075
292.9,-0.039
292.925,0.005
292.95,0.052
292.975,0.116
293,0.186
293.025,0.244
293.05,0.31
293.075,0.374
293.1,0.425
293.125,0.473
293.15,0.489
293.175,0.499
293.2,0.487
293.225,0.451
293.25,0.408
293.275,0.344
293.3,0.276
293.325,0.21
293.35,0.146
293.375,0.077
293.4,0.023
293.425,-0.007
293.45,-0.031
293.475,-0.031
293.5,-0.015
293.525,0.022
293.55,0.052
293.575,0.1
293.6,0.136
293.625,0.176
293.65,0.194
293.675,0.211
293.7,0.213
293.725,0.201
293.75,0.183
293.775,0.155
293.8,0.12
293.825,0.086
293.85,0.054
293.875,0.018
293.9,-0.01
293.925,-0.03
293.95,-0.047
293.975,-0.049
294,-0.055
294.025,-0.057
294.05,-0.051
294.075,-0.049
294.1,-0.04
294.125,-0.04
294.15,-0.04
294.175,-0.046
294.2,-0.046
294.225,-0.055
294.25,-0.063
294.275,-0.075
294.3,-0.095
294.325,-0.109
294.35,-0.133
294.375,-0.156
294.4,-0.178
294.425,-0.206
294.45,-0.226
294.475,-0.26
294.5,-0.281
294.525,-0.303
294.55,-0.325
294.575,-0.351
294.6,-0.371
294.625,-0.379
294.65,-0.386
294.675,-0.386
294.7,-0.372
294.725,-0.358
294.75,-0.332
294.775,-0.289
294.8,-0.255
294.825,-0.203
294.85,-0.153
294.875,-0.089
294.9,-0.021
294.925,0.036
294.95,0.108
294.975,0.176
295,0.256
295.025,0.32
295.05,0.38
295.075,0.443
295.1,0.499
295.125,0.541
295.15,0.573
295.175,0.595
295.2,0.616
295.225,0.626
295.25,0.636
295.275,0.644
295.3,0.652
295.325,0.66
295.35,0.683
295.375,0.709
295.4,0.755
295.425,0.799
295.45,0.855
295.475,0.934
295.5,1.012
295.525,1.094
295.55,1.164
295.575,1.242
295.6,1.304
295.625,1.355
295.65,1.399
295.675,1.429
295.7,1.447
295.725,1.457
295.75,1.45
295.775,1.434
295.8,1.412
295.825,1.378
295.85,1.344
295.875,1.3
295.9,1.261
295.925,1.209
295.95,1.169
295.975,1.121
296,1.071
296.025,1.022
296.05,0.972
296.075,0.91
296.1,0.842
296.125,0.78
296.15,0.721
296.175,0.651
296.2,0.585
296.225,0.525
296.25,0.465
296.275,0.413
296.3,0.372
296.325,0.336
296.35,0.312
296.375,0.284
296.4,0.276
296.425,0.271
296.45,0.271
296.475,0.281
296.5,0.289
296.525,0.303
296.55,0.317
296.575,0.344
296.6,0.362
296.625,0.38
296.65,0.39
296.675,0.398
296.7,0.399
296.725,0.383
296.75,0.367
296.775,0.333
296.8,0.291
296.825,0.243
296.85,0.184
296.875,0.122
296.9,0.05
296.925,-0.002
296.95,-0.058
296.975,-0.123
297,-0.179
297.025,-0.221
297.05,-0.257
297.075,-0.281
297.1,-0.295
297.125,-0.294
297.15,-0.286
297.175,-0.272
297.2,-0.248
297.225,-0.212
297.25,-0.177
297.275,-0.143
297.3,-0.099
297.325,-0.063
297.35,-0.035
297.375,-0.012
297.4,0.014
297.425,0.02
297.45,0.016
297.475,0.006
297.5,-0.02
297.525,-0.047
297.55,-0.079
297.575,-0.107
297.6,-0.131
297.625,-0.143
297.65,-0.15
297.675,-0.14
297.7,-0.114
297.725,-0.076
297.75,-0.03
297.775,0.037
297.8,0.123
297.825,0.197
297.85,0.275
297.875,0.359
297.9,0.427
297.925,0.496
297.95,0.538
297.975,0.572
298,0.598
298.025,0.612
298.05,0.613
298.075,0.607
298.1,0.599
298.125,0.587
298.15,0.573
298.175,0.56
298.2,0.55
298.225,0.54
298.25,0.526
298.275,0.514
298.3,0.498
298.325,0.485
298.35,0.467
298.375,0.451
298.4,0.419
298.425,0.387
298.45,0.352
298.475,0.312
298.5,0.258
298.525,0.208
298.55,0.15
298.575,0.085
298.6,-0.003
298.625,-0.071
298.65,-0.145
298.675,-0.217
298.7,-0.275
298.725,-0.324
298.75,-0.362
298.775,-0.38
298.8,-0.396
298.825,-0.388
298.85,-0.383
298.875,-0.369
298.9,-0.351
298.925,-0.337
298.95,-0.327
298.975,-0.314
299,-0.314
299.025,-0.31
299.05,-0.326
299.075,-0.328
299.1,-0.342
299.125,-0.359
299.15,-0.369
299.175,-0.383
299.2,-0.403
299.225,-0.415
299.25,-0.428
299.275,-0.446
299.3,-0.466
299.325,-0.492
299.35,-0.516
299.375,-0.543
299.4,-0.579
299.425,-0.615
299.45,-0.651
299.475,-0.687
299.5,-0.709
299.525,-0.736
299.55,-0.746
299.575,-0.746
299.6,-0.742
299.625,-0.724
299.65,-0.699
299.675,-0.669
299.7,-0.625
299.725,-0.587
299.75,-0.545
299.775,-0.5
299.8,-0.456
299.825,-0.418
299.85,-0.39
299.875,-0.372
299.9,-0.359
299.925,-0.349
299.95,-0.353
299.975,-0.361
300,-0.371
300.025,-0.385
300.05,-0.394
300.075,-0.396
300.1,-0.398
300.125,-0.388
300.15,-0.368
300.175,-0.329
300.2,-0.275
300.225,-0.207
300.25,-0.127
300.275,-0.033
300.3,0.072
300.325,0.186
300.35,0.282
300.375,0.382
300.4,0.474
300.425,0.551
300.45,0.615
300.475,0.679
300.5,0.725
300.525,0.753
300.55,0.778
300.575,0.788
300.6,0.802
300.625,0.806
300.65,0.81
300.675,0.812
300.7,0.805
300.725,0.795
300.75,0.785
300.775,0.773
300.8,0.753
300.825,0.736
300.85,0.712
300.875,0.688
300.9,0.664
300.925,0.652
300.95,0.637
300.975,0.629
301,0.621
301.025,0.611
301.05,0.615
301.075,0.606
301.1,0.602
301.125,0.582
301.15,0.564
301.175,0.532
301.2,0.497
301.225,0.459
301.25,0.413
301.275,0.367
301.3,0.313
301.325,0.275
301.35,0.244
301.375,0.208
301.4,0.188
301.425,0.18
301.45,0.182
301.475,0.193
301.5,0.213
301.525,0.233
301.55,0.251
301.575,0.273
301.6,0.294
301.625,0.308
301.65,0.312
301.675,0.308
301.7,0.296
301.725,0.289
301.75,0.271
301.775,0.247
301.8,0.213
301.825,0.177
301.85,0.146
301.875,0.114
301.9,0.082
301.925,0.056
301.95,0.038
301.975,0.021
302,0.017
302.025,0.019
302.05,0.021
302.075,0.037
302.1,0.057
302.125,0.082
302.15,0.106
302.175,0.134
302.2,0.176
302.225,0.206
302.25,0.247
302.275,0.283
302.3,0.319
302.325,0.363
302.35,0.397
302.375,0.44
302.4,0.472
302.425,0.498
302.45,0.526
302.475,0.56
302.5,0.577
302.525,0.599
302.55,0.617
302.575,0.633
302.6,0.657
302.625,0.678
302.65,0.698
302.675,0.732
302.7,0.762
302.725,0.808
302.75,0.853
302.775,0.905
302.8,0.961
302.825,1.015
302.85,1.073
302.875,1.138
302.9,1.2
302.925,1.242
302.95,1.286
302.975,1.322
303,1.343
303.025,1.351
303.05,1.345
303.075,1.323
303.1,1.285
303.125,1.235
303.15,1.188
303.175,1.124
303.2,1.064
303.225,0.992
303.25,0.932
303.275,0.879
303.3,0.823
303.325,0.783
303.35,0.739
303.375,0.713
303.4,0.692
303.425,0.684
303.45,0.682
303.475,0.682
303.5,0.686
303.525,0.695
303.55,0.701
303.575,0.701
303.6,0.691
303.625,0.677
303.65,0.656
303.675,0.62
303.7,0.564
303.725,0.508
303.75,0.44
303.775,0.363
303.8,0.269
303.825,0.191
303.85,0.099
303.875,0.021
303.9,-0.056
303.925,-0.114
303.95,-0.15
303.975,-0.178
304,-0.184
304.025,-0.181
304.05,-0.167
304.075,-0.151
304.1,-0.125
304.125,-0.099
304.15,-0.086
304.175,-0.068
304.2,-0.07
304.225,-0.086
304.25,-0.106
304.275,-0.143
304.3,-0.187
304.325,-0.235
304.35,-0.281
304.375,-0.329
304.4,-0.364
304.425,-0.39
304.45,-0.41
304.475,-0.42
304.5,-0.42
304.525,-0.409
304.55,-0.399
304.575,-0.383
304.6,-0.373
304.625,-0.363
304.65,-0.362
304.675,-0.36
304.7,-0.372
304.725,-0.388
304.75,-0.402
304.775,-0.425
304.8,-0.439
304.825,-0.455
304.85,-0.461
304.875,-0.455
304.9,-0.444
304.925,-0.434
304.95,-0.414
304.975,-0.38
305,-0.348
305.025,-0.315
305.05,-0.275
305.075,-0.245
305.1,-0.209
305.125,-0.179
305.15,-0.144
305.175,-0.114
305.2,-0.078
305.225,-0.046
305.25,-0.01
305.275,0.035
305.3,0.083
305.325,0.123
305.35,0.169
305.375,0.219
305.4,0.27
305.425,0.324
305.45,0.364
305.475,0.408
305.5,0.444
305.525,0.475
305.55,0.493
305.575,0.507
305.6,0.513
305.625,0.515
305.65,0.504
305.675,0.49
305.7,0.476
305.725,0.462
305.75,0.448
305.775,0.435
305.8,0.429
305.825,0.421
305.85,0.421
305.875,0.423
305.9,0.426
305.925,0.43
305.95,0.43
305.975,0.424
306,0.416
306.025,0.405
306.05,0.393
306.075,0.365
306.1,0.331
306.125,0.303
306.15,0.266
306.175,0.218
306.2,0.166
306.225,0.108
306.25,0.052
306.275,-0.005
306.3,-0.061
306.325,-0.113
306.35,-0.151
306.375,-0.187
306.4,-0.214
306.425,-0.228
306.45,-0.234
306.475,-0.234
306.5,-0.23
306.525,-0.219
306.55,-0.217
306.575,-0.217
306.6,-0.225
306.625,-0.243
306.65,-0.274
306.675,-0.324
306.7,-0.382
306.725,-0.452
306.75,-0.512
306.775,-0.587
306.8,-0.647
306.825,-0.697
306.85,-0.735
306.875,-0.759
306.9,-0.77
306.925,-0.758
306.95,-0.734
306.975,-0.69
307,-0.636
307.025,-0.569
307.05,-0.499
307.075,-0.415
307.1,-0.341
307.125,-0.267
307.15,-0.208
307.175,-0.152
307.2,-0.124
307.225,-0.106
307.25,-0.096
307.275,-0.105
307.3,-0.125
307.325,-0.153
307.35,-0.189
307.375,-0.219
307.4,-0.246
307.425,-0.268
307.45,-0.274
307.475,-0.268
307.5,-0.244
307.525,-0.201
307.55,-0.153
307.575,-0.085
307.6,-0.003
307.625,0.075
307.65,0.168
307.675,0.27
307.7,0.374
307.725,0.462
307.75,0.548
307.775,0.647
307.8,0.739
307.825,0.815
307.85,0.887
307.875,0.967
307.9,1.034
307.925,1.102
307.95,1.15
307.975,1.204
308,1.255
308.025,1.297
308.05,1.331
308.075,1.363
308.1,1.393
308.125,1.41
308.15,1.414
308.175,1.412
308.2,1.404
308.225,1.378
308.25,1.349
308.275,1.311
308.3,1.261
308.325,1.207
308.35,1.155
308.375,1.1
308.4,1.05
308.425,1.012
308.45,0.974
308.475,0.936
308.5,0.909
308.525,0.899
308.55,0.883
308.575,0.871
308.6,0.863
308.625,0.862
308.65,0.854
308.675,0.846
308.7,0.828
308.725,0.806
308.75,0.781
308.775,0.737
308.8,0.701
308.825,0.661
308.85,0.613
308.875,0.562
308.9,0.516
308.925,0.482
308.95,0.45
308.975,0.418
309,0.395
309.025,0.381
309.05,0.373
309.075,0.367
309.1,0.368
309.125,0.368
309.15,0.364
309.175,0.354
309.2,0.34
309.225,0.323
309.25,0.309
309.275,0.283
309.3,0.263
309.325,0.239
309.35,0.226
309.375,0.21
309.4,0.2
309.425,0.188
309.45,0.188
309.475,0.185
309.5,0.183
309.525,0.191
309.55,0.193
309.575,0.193
309.6,0.198
309.625,0.198
309.65,0.198
309.675,0.208
309.7,0.218
309.725,0.229
309.75,0.241
309.775,0.267
309.8,0.297
309.825,0.325
309.85,0.36
309.875,0.396
309.9,0.426
309.925,0.454
309.95,0.475
309.975,0.495
310,0.503
310.025,0.511
310.05,0.513
310.075,0.522
310.1,0.526
310.125,0.54
310.15,0.552
310.175,0.578
310.2,0.607
310.225,0.645
310.25,0.683
310.275,0.729
310.3,0.767
310.325,0.814
310.35,0.852
310.375,0.88
310.4,0.906
310.425,0.914
310.45,0.919
310.475,0.907
310.5,0.891
310.525,0.873
310.55,0.849
310.575,0.822
310.6,0.788
310.625,0.762
310.65,0.74
310.675,0.725
310.7,0.721
310.725,0.713
310.75,0.717
310.775,0.725
310.8,0.734
310.825,0.742
310.85,0.742
310.875,0.74
310.9,0.724
310.925,0.713
310.95,0.681
310.975,0.645
311,0.593
311.025,0.547
311.05,0.492
311.075,0.426
311.1,0.372
311.125,0.314
311.15,0.266
311.175,0.221
311.2,0.179
311.225,0.143
311.25,0.119
311.275,0.091
311.3,0.068
311.325,0.046
311.35,0.022
311.375,0.004
311.4,-0.015
311.425,-0.037
311.45,-0.063
311.475,-0.091
311.5,-0.121
311.525,-0.158
311.55,-0.194
311.575,-0.24
311.6,-0.284
311.625,-0.332
311.65,-0.373
311.675,-0.427
311.7,-0.479
311.725,-0.517
311.75,-0.557
311.775,-0.59
311.8,-0.624
311.825,-0.646
311.85,-0.666
311.875,-0.674
311.9,-0.677
311.925,-0.675
311.95,-0.665
311.975,-0.651
312,-0.636
312.025,-0.612
312.05,-0.594
312.075,-0.566
312.1,-0.528
312.125,-0.507
312.15,-0.471
312.175,-0.439
312.2,-0.405
312.225,-0.369
312.25,-0.336
312.275,-0.3
312.3,-0.264
312.325,-0.232
312.35,-0.2
312.375,-0.169
312.4,-0.137
312.425,-0.105
312.45,-0.077
312.475,-0.046
312.5,-0.014
312.525,0.004
312.55,0.03
312.575,0.056
312.6,0.079
312.625,0.103
312.65,0.117
312.675,0.149
312.7,0.181
312.725,0.216
312.75,0.24
312.775,0.28
312.8,0.324
312.825,0.366
312.85,0.409
312.875,0.461
312.9,0.509
312.925,0.547
312.95,0.585
312.975,0.618
313,0.65
313.025,0.66
313.05,0.674
313.075,0.679
313.1,0.679
313.125,0.679
313.15,0.677
313.175,0.677
313.2,0.672
313.225,0.672
313.25,0.676
313.275,0.682
313.3,0.69
313.325,0.699
313.35,0.707
313.375,0.717
313.4,0.725
313.425,0.729
313.45,0.734
313.475,0.72
313.5,0.712
313.525,0.692
313.55,0.667
313.575,0.627
